entidad,departamento_entidad,orden,nit_entidad,cantidad,suma_valor_contrato
BOYACÁ  ALCALDÍA MUNICIPIO DE CHINAVITA,Boyacá,TERRITORIAL,891801357,1334,28144466133.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CHIQUINQUIRÁ,Boyacá,TERRITORIAL,890208098-5,3789,190508379146.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CHIQUIZA,Boyacá,TERRITORIAL,800099723,1517,45074025383.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CHISCAS,Boyacá,TERRITORIAL,800096585-0,2363,47979538657.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CHITA,Boyacá,TERRITORIAL,800074859-0,2086,61933560265.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CHITARAQUE,Boyacá,TERRITORIAL,890501422-4,1655,45734951049.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CHIVATA,Boyacá,TERRITORIAL,800014989-1,1633,50123256416.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CHIVOR,Boyacá,TERRITORIAL,800014989-1,1882,39147643779.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CIENEGA,Boyacá,TERRITORIAL,800096746-1,1370,37318096370.0
BOYACÁ  ALCALDÍA MUNICIPIO DE COMBITA,Boyacá,TERRITORIAL,891801932,2811,86931389966.0
BOYACÁ  ALCALDÍA MUNICIPIO DE COPER,Boyacá,TERRITORIAL,890980767-3,1499,52321391408.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CORRALES,Boyacá,TERRITORIAL,891855748,1987,31370014239.0
BOYACÁ  ALCALDÍA MUNICIPIO DE COVARACHIA,Boyacá,TERRITORIAL,812001675-1,1924,38710379703.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CUBARÁ,Boyacá,TERRITORIAL,800099196,3232,91581264755.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CUCAITA,Boyacá,TERRITORIAL,892000812-0,1524,48427175644.0
BOYACÁ  ALCALDÍA MUNICIPIO DE CUITIVA,Boyacá,TERRITORIAL,891855769,1704,169453038918.0
BOYACÁ  ALCALDÍA MUNICIPIO DE DUITAMA,Boyacá,TERRITORIAL,800099310-6,6612,697931857140.0
BOYACÁ  ALCALDÍA MUNICIPIO DE EL COCUY,Boyacá,TERRITORIAL,800099076-7,2055,53247774245.0
BOYACÁ  ALCALDÍA MUNICIPIO DE EL ESPINO,Boyacá,TERRITORIAL,890702027-0,2241,41788706722.0
BOYACÁ  ALCALDÍA MUNICIPIO DE FIRAVITOBA,Boyacá,TERRITORIAL,890001339-5,1841,229709935707.0
BOYACÁ  ALCALDÍA MUNICIPIO DE FLORESTA,Boyacá,TERRITORIAL,800095728-2,1580,35948379641.0
BOYACÁ  ALCALDÍA MUNICIPIO DE GACHANTIVÁ,Boyacá,TERRITORIAL,899999419-1,1783,46549916108.0
BOYACÁ  ALCALDÍA MUNICIPIO DE GÁMEZA,Boyacá,TERRITORIAL,800099691-7,1904,62589968277.0
BOYACÁ  ALCALDÍA MUNICIPIO DE GARAGOA,Boyacá,TERRITORIAL,800025608,2757,106774620569.0
BOYACÁ  ALCALDÍA MUNICIPIO DE GUACAMAYAS,Boyacá,TERRITORIAL,890208360-0,2424,57104664245.0
BOYACÁ  ALCALDÍA MUNICIPIO DE GUATEQUE,Boyacá,TERRITORIAL,800013683,2647,296703706712.0
BOYACÁ  ALCALDÍA MUNICIPIO DE GUAYATÁ,Boyacá,TERRITORIAL,891800896,1957,48875732981.0
BOYACÁ  ALCALDÍA MUNICIPIO DE GUICÁN,Boyacá,TERRITORIAL,890207790-1,2791,62664455030.0
BOYACÁ  ALCALDÍA MUNICIPIO DE IZA,Boyacá,TERRITORIAL,No Definido,1649,29309007240.0
BOYACÁ  ALCALDÍA MUNICIPIO DE JENESANO,Boyacá,TERRITORIAL,890982294-0,1947,105048624027.0
BOYACÁ  ALCALDÍA MUNICIPIO DE JERICÓ,Boyacá,TERRITORIAL,891856593,1488,67627770364.0
BOYACÁ  ALCALDÍA MUNICIPIO DE LABRANZAGRANDE,Boyacá,TERRITORIAL,890503680-7,1910,61387146814.0
BOYACÁ  ALCALDÍA MUNICIPIO DE LA CAPILLA,Boyacá,TERRITORIAL,899999712-5,1507,24871234824.0
BOYACÁ  ALCALDÍA MUNICIPIO DE LA UVITA,Boyacá,TERRITORIAL,891856257,2396,54554470428.0
BOYACÁ  ALCALDÍA MUNICIPIO DE LA VICTORIA,Boyacá,TERRITORIAL,800006541,1845,29901205882.0
BOYACÁ  ALCALDÍA MUNICIPIO DE MACANAL,Boyacá,TERRITORIAL,891801129,1919,78950504612.0
BOYACÁ  ALCALDÍA MUNICIPIO DE MARIPÍ,Boyacá,TERRITORIAL,890983716-1,1559,107638305248.0
BOYACÁ  ALCALDÍA MUNICIPIO DE MIRAFLORES,Boyacá,TERRITORIAL,800029660,3466,101050283570.0
BOYACÁ  ALCALDÍA MUNICIPIO DE MONGUA,Boyacá,TERRITORIAL,891855735,1763,60645505707.0
BOYACÁ  ALCALDÍA MUNICIPIO DE MONGUI,Boyacá,TERRITORIAL,891855735-7,1773,29075337168.0
BOYACÁ  ALCALDÍA MUNICIPIO DE MONIQUIRÁ,Boyacá,TERRITORIAL,891856555-2,2622,140799724752.0
BOYACÁ  ALCALDÍA MUNICIPIO DE MOTAVITA,Boyacá,TERRITORIAL,891801994,1785,111031199183.0
BOYACÁ  ALCALDÍA MUNICIPIO DE MUZO,Boyacá,TERRITORIAL,890503233-8,2274,95218200277.0
BOYACÁ  ALCALDÍA MUNICIPIO DE NOBSA,Boyacá,TERRITORIAL,No Definido,4626,215926224690.0
BOYACÁ  ALCALDÍA MUNICIPIO DE NUEVO COLÓN,Boyacá,TERRITORIAL,800033062,2009,47428519096.0
BOYACÁ  ALCALDÍA MUNICIPIO DE OICATÁ,Boyacá,TERRITORIAL,800026156,1509,45255454358.0
BOYACÁ  ALCALDÍA MUNICIPIO DE OTANCHE,Boyacá,TERRITORIAL,891801362,2552,96761808096.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PACHAVITA,Boyacá,TERRITORIAL,800100729-1,1783,49106151003.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PÁEZ,Boyacá,TERRITORIAL,800049508-3,2162,69058566928.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PAIPA,Boyacá,TERRITORIAL,No Definido,5150,181273310796.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PAJARITO,Boyacá,TERRITORIAL,891801240-1,1816,35254176689.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PANQUEBA,Boyacá,TERRITORIAL,800012628,1626,24931642290.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PAUNA,Boyacá,TERRITORIAL,891502194-8,1863,80869153912.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PAYA,Boyacá,TERRITORIAL,891801368-5,1963,66636569971.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PAZ DEL RÍO,Boyacá,TERRITORIAL,800103659-8,1925,42726906368.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PESCA,Boyacá,TERRITORIAL,891480030-2,1606,41680700985.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PISBA,Boyacá,TERRITORIAL,800066389,1377,50856966950.0
BOYACÁ  ALCALDÍA MUNICIPIO DE PUERTO BOYACÁ,Boyacá,TERRITORIAL,890980049-3,6524,546160260404.0
BOYACÁ  ALCALDÍA MUNICIPIO DE QUIPAMA,Boyacá,TERRITORIAL,891480032-7,1715,64279072333.0
BOYACÁ  ALCALDÍA MUNICIPIO DE RAMIRIQUÍ,Boyacá,TERRITORIAL,800099251-1,2079,66119645847.0
BOYACÁ  ALCALDÍA MUNICIPIO DE RAQUIRA,Boyacá,TERRITORIAL,891801280-6,1790,90156926856.0
BOYACÁ  ALCALDÍA MUNICIPIO DE RONDÓN,Boyacá,TERRITORIAL,891801770,1613,42193593767.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SABOYÁ,Boyacá,TERRITORIAL,890980331-6,1964,124324834649.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SÁCHICA,Boyacá,TERRITORIAL,800103663-8,1508,35820578295.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SAMACÁ,Boyacá,TERRITORIAL,800016757,4135,568068443418.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SAN EDUARDO,Boyacá,TERRITORIAL,800096623-2,1711,32655944531.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SAN JOSÉ DE PARE,Boyacá,TERRITORIAL,890204890-4,1572,46532365111.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SAN LUIS DE GACENO,Boyacá,TERRITORIAL,890984376-0,2169,58186297206.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SAN MATEO,Boyacá,TERRITORIAL,800043486-2,1723,47012842554.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SAN MIGUEL DE SEMA,Boyacá,TERRITORIAL,No Definido,1291,31390769867.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SAN PABLO BORBUR,Boyacá,TERRITORIAL,891801369,1340,66536265317.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SANTA MARÍA,Boyacá,TERRITORIAL,800029386-6,2164,71805181690.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SANTANA,Boyacá,TERRITORIAL,800020733,1841,124964330087.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SANTA ROSA DE VITERBO,Boyacá,TERRITORIAL,890981554-6,1278,22655574386.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SANTA SOFÍA,Boyacá,TERRITORIAL,800099651,1698,59948312950.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SATIVANORTE,Boyacá,TERRITORIAL,No Definido,1413,41656773023.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SATIVASUR,Boyacá,TERRITORIAL,800099441-2,1499,27306564079.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SIACHOQUE,Boyacá,TERRITORIAL,891801911,1793,75962864282.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SOATA,Boyacá,TERRITORIAL,891855016-1,2432,49940413439.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SOCHA,Boyacá,TERRITORIAL,891855016-1,1465,70863775489.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SOCOTÁ,Boyacá,TERRITORIAL,800026911,1898,136995389372.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SOGAMOSO,Boyacá,TERRITORIAL,891855130,9069,503552685976.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SOMONDOCO,Boyacá,TERRITORIAL,800095788-4,1804,33789167267.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SORA,Boyacá,TERRITORIAL,899999468-2,1633,40300985537.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SORACÁ,Boyacá,TERRITORIAL,800019277-9,1873,75736954968.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SOTAQUIRÁ,Boyacá,TERRITORIAL,800015909-7,1900,35718395328.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SUSACÓN,Boyacá,TERRITORIAL,891856472,1037,24795954412.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SUTAMARCHÁN,Boyacá,TERRITORIAL,891856472-0,1794,90546228733.0
BOYACÁ  ALCALDÍA MUNICIPIO DE SUTATENZA,Boyacá,TERRITORIAL,800028576,1230,32163461974.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TASCO,Boyacá,TERRITORIAL,890982583-4,1330,26262562800.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TENZA,Boyacá,TERRITORIAL,800019709,1340,39887771657.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TIBANÁ,Boyacá,TERRITORIAL,891800860,2000,71962456906.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TIBASOSA,Boyacá,TERRITORIAL,891855361,2154,95068481627.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TINJACÁ,Boyacá,TERRITORIAL,800051167-1,1164,51884487336.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TIPACOQUE,Boyacá,TERRITORIAL,800028436-1,1985,63786094505.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TOCA,Boyacá,TERRITORIAL,890980781-7,1521,55650873777.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TOGUI,Boyacá,TERRITORIAL,800062255,1429,42258466403.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TÓPAGA,Boyacá,TERRITORIAL,890205581-8,1650,84989271997.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TOTA,Boyacá,TERRITORIAL,800012635,2247,527057887418.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TUNJA,Boyacá,TERRITORIAL,891800846,12496,849026498386.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TUNUNGUA,Boyacá,TERRITORIAL,800099639,1229,72761058988.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TURMEQUÉ,Boyacá,TERRITORIAL,890981138-5,1590,45457989227.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TUTA,Boyacá,TERRITORIAL,800027292,3505,102815964252.0
BOYACÁ  ALCALDÍA MUNICIPIO DE TUTAZA,Boyacá,TERRITORIAL,800027292-3,1246,27002264423.0
BOYACÁ  ALCALDÍA MUNICIPIO DE ÚMBITA,Boyacá,TERRITORIAL,800099631,2359,71120722631.0
BOYACÁ  ALCALDÍA MUNICIPIO DE VENTAQUEMADA,Boyacá,TERRITORIAL,No Definido,2439,56074206851.0
BOYACÁ  ALCALDÍA MUNICIPIO DE VILLA DE LEYVA,Boyacá,TERRITORIAL,891801268,3383,106419591320.0
BOYACÁ  ALCALDÍA MUNICIPIO DE VIRACACHÁ,Boyacá,TERRITORIAL,891801347,1321,30541772919.0
BOYACÁ  ALCALDÍA MUNICIPIO DE ZETAQUIRÁ,Boyacá,TERRITORIAL,891802106,2108,62486427231.0
BOYACÁ  ALIANZA SOCIETARIA Y DE DESARROLLO EMPRESARIAL DE BOYACÁ SAS  TUNJA,Boyacá,TERRITORIAL,901285377,257,11099945069.0
BOYACÁ  ASAMBLEA DEPARTAMENTAL DE BOYACÁ,Boyacá,TERRITORIAL,800054743,821,2636047920.0
BOYACÁ  ASOCIACIÓN CENTRO PROVINCIAL DE GESTIÓN AGROEMPRESARIAL VALLE DE TENZA ASOVALLE DE TENZA  GUATEQUE,Boyacá,TERRITORIAL,900642604,4,566150000.0
BOYACÁ  ASOCIACION DE AUTORIDADES TRADICIONALES Y CABILDOS UA ASOUA  CUBARÁ,Boyacá,TERRITORIAL,826000799,25,6867498448.0
BOYACÁ  ASOCIACIÓN DE MUNICIPIOS DE LA PROVINCIA DE LENGUPA  ASOLENGUPA,Boyacá,TERRITORIAL,800214221,129,1259849691.0
BOYACÁ  ASOCIACIÓN DE MUNICIPIOS DE LA PROVINCIA DE MARQUEZ  TIBANÁ,Boyacá,TERRITORIAL,900029791,6,4503664.0
BOYACÁ  ASOCIACIÓN DE MUNICIPIOS DEL PIEDEMONTE ORIENTAL  ASMUPO,Boyacá,TERRITORIAL,826000834,134,1457298445.0
BOYACÁ  CAMARA DE COMERCIO  DUITAMA,Boyacá,TERRITORIAL,891855025,102,3812445400.0
BOYACÁ  CÁMARA DE COMERCIO  SOGAMOSO,Boyacá,TERRITORIAL,891855066,662,2753749396.0
BOYACÁ  CÁMARA DE COMERCIO  TUNJA,Boyacá,TERRITORIAL,891800238,2184,9812469070.0
BOYACA  CASA DE BIENESTAR DEL ADULTO MAYOR CENTRO DE VIDA LA ESPERANZA SORACÁ,Boyacá,TERRITORIAL,900823672,13,140306751.0
BOYACÁ  CASA DEL Y LA MENOR MARCO FIDEL SUAREZ,Boyacá,TERRITORIAL,891801333,307,3029930866.0
BOYACÁ  CENTRO DE VIDA CASA BIENESTAR DEL ANCIANO  MOTAVITA,Boyacá,TERRITORIAL,820002922,15,79401320.0
BOYACÁ  CENTRO EDUCATIVO QUEBRADA DE BECERRAS  DUITAMA,Boyacá,TERRITORIAL,900135193,39,55531635.0
BOYACÁ  COLEGIO BOYACÁ  DUITAMA,Boyacá,TERRITORIAL,891856167,166,754562314.0
BOYACÁ  COLEGIO BOYACÁ  TUNJA,Boyacá,TERRITORIAL,891800260,1053,28132989400.0
BOYACÁ  COLEGIO GUILLERMO LEÓN VALENCIA,Boyacá,TERRITORIAL,891855144,245,1191641541.0
BOYACÁ  COLEGIO LA NUEVA FAMILIA,Boyacá,TERRITORIAL,900137396,63,139113449.0
BOYACÁ  COLEGIO NACIONALIZADO LA PRESENTACIÓN  DUITAMA,Boyacá,TERRITORIAL,800204994,99,613364595.0
BOYACÁ  COLEGIO TÉCNICO COMERCIAL SAGRADO CORAZÓN DE JESÚS,Boyacá,TERRITORIAL,820003314-6,6,31899900.0
BOYACÁ  COLEGIO TÉCNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER  DUITAMA,Boyacá,TERRITORIAL,826001182,198,507942303.0
BOYACÁ  COLEGIO TÉCNICO MUNICIPAL SIMÓN BOLÍVAR  DUITAMA,Boyacá,TERRITORIAL,800157114,121,599323177.0
BOYACÁ  COMPAÑÍA DE SERVICIOS PÚBLICOS DE SOGAMOSO,Boyacá,TERRITORIAL,891800031,2,5208789241.0
BOYACÁ  CONCEJO MUNICIPAL CORRALES,Boyacá,TERRITORIAL,891855748,21,66075168.0
BOYACÁ  CONCEJO MUNICIPAL COVARACHIA,Boyacá,TERRITORIAL,891857920,15,31383000.0
BOYACÁ  CONCEJO MUNICIPAL DE AQUITANIA,Boyacá,TERRITORIAL,900.929.063-7,20,76067521.0
BOYACÁ  CONCEJO MUNICIPAL DE ARCABUCO,Boyacá,TERRITORIAL,800063791,9,17080790.0
BOYACÁ  CONCEJO MUNICIPAL DE BRICEÑO,Boyacá,TERRITORIAL,820002024,41,156928764.0
BOYACÁ  CONCEJO MUNICIPAL DE BUENAVISTA,Boyacá,TERRITORIAL,901479809,8,22439700.0
BOYACÁ  CONCEJO MUNICIPAL DE BUSBANZA,Boyacá,TERRITORIAL,80009914,4,23084384.0
BOYACÁ  CONCEJO MUNICIPAL DE CERINZA,Boyacá,TERRITORIAL,891857805,79,161995207.0
BOYACÁ  CONCEJO MUNICIPAL DE CHÍQUIZA,Boyacá,TERRITORIAL,820002016,26,60381838.0
BOYACA  CONCEJO MUNICIPAL DE CHIVOR  CHIVOR,Boyacá,TERRITORIAL,901358486,18,77324040.0
BOYACÁ  CONCEJO MUNICIPAL DE COCUY,Boyacá,TERRITORIAL,891857844-0,20,65639838.0
BOYACÁ  CONCEJO MUNICIPAL DE CÓMBITA,Boyacá,TERRITORIAL,820002707,41,94245348.0
BOYACÁ  CONCEJO MUNICIPAL DE CUCAITA,Boyacá,TERRITORIAL,891802089-1,17,22746480.0
BOYACÁ  CONCEJO MUNICIPAL DE CUITIVA,Boyacá,TERRITORIAL,826001224,32,77547417.0
BOYACÁ  CONCEJO MUNICIPAL DE JENESANO,Boyacá,TERRITORIAL,900136688,7,28727925.0
BOYACA  CONCEJO MUNICIPAL DE LABRANZAGRANDE  LABRANZAGRANDE,Boyacá,TERRITORIAL,800099206,9,27508987.0
BOYACÁ  CONCEJO MUNICIPAL DE MARIPÍ,Boyacá,TERRITORIAL,800024789,7,74289235.0
BOYACÁ  CONCEJO MUNICIPAL DE MONGUÍ,Boyacá,TERRITORIAL,89185655,11,29920903.0
BOYACÁ  CONCEJO MUNICIPAL DE MOTAVITA,Boyacá,TERRITORIAL,820002529,5,6813535.0
BOYACA CONCEJO MUNICIPAL DE MUZO,Boyacá,TERRITORIAL,900993087,18,60205334.0
BOYACÁ  CONCEJO MUNICIPAL DE PACHAVITA,Boyacá,TERRITORIAL,800028461-6,46,44958904.0
BOYACÁ  CONCEJO MUNICIPAL DE PAIPA,Boyacá,TERRITORIAL,891801240-1,163,712635509.0
BOYACÁ  CONCEJO MUNICIPAL DE PAZ DE RÍO,Boyacá,TERRITORIAL,891855015-2,68,111045446.0
BOYACA  CONCEJO MUNICIPAL DE PESCA,Boyacá,TERRITORIAL,891856464,31,49430865.0
BOYACÁ CONCEJO MUNICIPAL DE PISBAPISBA,Boyacá,TERRITORIAL,900937886,1,0.0
BOYACÁ  CONCEJO MUNICIPAL DE QUIPAMA,Boyacá,TERRITORIAL,820003104,16,2456101.0
BOYACÁ  CONCEJO MUNICIPAL DE RAMIRIQUI,Boyacá,TERRITORIAL,900132818,38,89568970.0
BOYACÁ  CONCEJO MUNICIPAL DE SÁCHICA,Boyacá,TERRITORIAL,820002783,16,5726860.0
BOYACA  CONCEJO MUNICIPAL DE SAN LUIS DE GACENO,Boyacá,TERRITORIAL,900986967,16,46768050.0
BOYACÁ  CONCEJO MUNICIPAL DE SANTA SOFIA BOYACA,Boyacá,TERRITORIAL,900904730,24,78382100.0
BOYACÁ  CONCEJO  MUNICIPAL DE SIACHOQUE,Boyacá,TERRITORIAL,900927961,27,44074002.0
BOYACÁ  CONCEJO MUNICIPAL DE SORA,Boyacá,TERRITORIAL,800019277,26,20123807.0
BOYACÁ  CONCEJO MUNICIPAL DE SUTATENZA,Boyacá,TERRITORIAL,900140715,52,59605962.0
BOYACÁ  CONCEJO MUNICIPAL DE TIBANÁ,Boyacá,TERRITORIAL,891800860,7,12004160.0
BOYACÁ  CONCEJO MUNICIPAL DE TINJACÁ,Boyacá,TERRITORIAL,800028436-1,31,39889522.0
BOYACÁ  CONCEJO MUNICIPAL DE TOCA,Boyacá,TERRITORIAL,800099642,5,8953800.0
BOYACÁ  CONCEJO MUNICIPAL DE TOGUI,Boyacá,TERRITORIAL,820002711,55,88604168.0
BOYACÁ  CONCEJO MUNICIPAL DE VENTAQUEMADA,Boyacá,TERRITORIAL,891800986,29,94360812.0
BOYACA  CONCEJO MUNICIPAL JERICÓ,Boyacá,TERRITORIAL,891856593-2,23,60562385.0
BOYACÁ  CONCEJO MUNICIPAL SATIVASUR,Boyacá,TERRITORIAL,900903236,20,78691067.0
BOYACÁ  CONCEJO MUNICIPAL SOCOTÁ,Boyacá,TERRITORIAL,80002691,1,7000000.0
BOYACÁ  CONCEJO MUNICIPAL SUSACÓN,Boyacá,TERRITORIAL,891856472,36,96086300.0
BOYACÁ  CONCEJO MUNICIPAL TASCO,Boyacá,TERRITORIAL,891.056.131-3,23,595438929.0
BOYACÁ  CONCEJO MUNICIPAL  TOTA,Boyacá,TERRITORIAL,826001934,32,83115648.0
BOYACÁ  CONCEJO MUNICIPAL TUNUNGUA,Boyacá,TERRITORIAL,800099639,4,49500000.0
BOYACÁ  CONCEJO MUNICIPAL TURMEQUE,Boyacá,TERRITORIAL,891801787-8,10,27160589.0
BOYACÁ  CONCEJO MUNICIPIO DE ALMEIDA,Boyacá,TERRITORIAL,900075151,50,155153276.0
BOYACÁ  CONCEJO MUNICIPIO DE BELEN,Boyacá,TERRITORIAL,814006770,46,58734403.0
BOYACÁ  CONCEJO MUNICIPIO DE BERBEO,Boyacá,TERRITORIAL,900068921,57,185941174.0
BOYACÁ  CONCEJO MUNICIPIO DE BETÉITIVA,Boyacá,TERRITORIAL,900582788,44,91225054.0
BOYACÁ  CONCEJO MUNICIPIO DE BOYACÁ,Boyacá,TERRITORIAL,820002026,32,28555448.0
BOYACÁ  CONCEJO MUNICIPIO DE CALDAS,Boyacá,TERRITORIAL,820002743,30,27090100.0
BOYACÁ  CONCEJO MUNICIPIO DE CAMPOHERMOSO,Boyacá,TERRITORIAL,900000661,11,30972161.0
BOYACÁ  CONCEJO MUNICIPIO DE CHINAVITA,Boyacá,TERRITORIAL,820003372,44,49208650.0
BOYACÁ  CONCEJO MUNICIPIO DE CHIQUINQUIRÁ,Boyacá,TERRITORIAL,891800475-0,106,930358624.0
BOYACÁ  CONCEJO MUNICIPIO DE CHISCAS,Boyacá,TERRITORIAL,800074859-9,32,19766823.0
BOYACÁ  CONCEJO MUNICIPIO DE CHITA,Boyacá,TERRITORIAL,891801962-0,24,109111985.0
BOYACÁ  CONCEJO MUNICIPIO DE CHITARAQUE,Boyacá,TERRITORIAL,820005354,33,103199522.0
BOYACÁ  CONCEJO MUNICIPIO DE COPER,Boyacá,TERRITORIAL,891801363-9,9,36721708.0
BOYACÁ  CONCEJO MUNICIPIO DE DUITAMA,Boyacá,TERRITORIAL,900922388,324,1366577778.0
BOYACÁ  CONCEJO MUNICIPIO DE EL ESPINO,Boyacá,TERRITORIAL,800031073-2,40,6906384990.0
BOYACÁ  CONCEJO MUNICIPIO DE FIRAVITOBA,Boyacá,TERRITORIAL,891856288,41,83145110.0
BOYACÁ  CONCEJO MUNICIPIO DE GACHANTIVÁ,Boyacá,TERRITORIAL,800020045-9,54,104709345.0
BOYACÁ  CONCEJO MUNICIPIO DE GAMEZA,Boyacá,TERRITORIAL,891857764-1,20,72473236.0
BOYACÁ  CONCEJO MUNICIPIO DE GARAGOA,Boyacá,TERRITORIAL,820000699,60,184908972.0
BOYACÁ  CONCEJO MUNICIPIO DE GUATEQUE,Boyacá,TERRITORIAL,820002491,50,124232188.0
BOYACÁ  CONCEJO MUNICIPIO DE GUAYATÁ,Boyacá,TERRITORIAL,900005016,68,101595351.0
BOYACÁ  CONCEJO MUNICIPIO DE GÜICÁN DE LA SIERRA,Boyacá,TERRITORIAL,800099202-9,62,116454394.0
BOYACÁ  CONCEJO MUNICIPIO DE IZA,Boyacá,TERRITORIAL,891856077,53,310166924.0
BOYACÁ  CONCEJO MUNICIPIO DE LA CAPILLA,Boyacá,TERRITORIAL,800099665,10,46352840.0
BOYACÁ  CONCEJO MUNICIPIO DE LA VICTORIA,Boyacá,TERRITORIAL,820002475,72,102344120.0
BOYACÁ  CONCEJO MUNICIPIO DE MACANAL,Boyacá,TERRITORIAL,900491798,39,65096200.0
BOYACÁ  CONCEJO MUNICIPIO DE MIRAFLORES,Boyacá,TERRITORIAL,820004411,33,56521359.0
BOYACÁ  CONCEJO MUNICIPIO DE MONGUA,Boyacá,TERRITORIAL,891855735-7,19,51967449.0
BOYACÁ  CONCEJO MUNICIPIO DE MONIQUIRÁ,Boyacá,TERRITORIAL,800099662-3,54,308644794.0
BOYACÁ  CONCEJO MUNICIPIO DE NOBSA,Boyacá,TERRITORIAL,826002053,176,1773516202.0
BOYACÁ  CONCEJO MUNICIPIO DE NUEVO COLON,Boyacá,TERRITORIAL,820002688,43,72400190.0
BOYACÁ  CONCEJO MUNICIPIO DE OICATA,Boyacá,TERRITORIAL,800026156-5,41,38221848.0
BOYACÁ  CONCEJO MUNICIPIO DE PAÉZ,Boyacá,TERRITORIAL,900069730,30,33944560.0
BOYACÁ  CONCEJO MUNICIPIO DE PAJARITO,Boyacá,TERRITORIAL,826000643,40,74857301.0
BOYACÁ  CONCEJO MUNICIPIO DE PAUNA,Boyacá,TERRITORIAL,891801368-5,51,107241915.0
BOYACÁ  CONCEJO MUNICIPIO DE PUERTO BOYACÁ,Boyacá,TERRITORIAL,820000370,30,339829245.0
BOYACÁ  CONCEJO MUNICIPIO DE RAQUIRA,Boyacá,TERRITORIAL,891801244-0,47,104580943.0
BOYACÁ  CONCEJO MUNICIPIO DE SABOYA,Boyacá,TERRITORIAL,800028517-1,45,120111547.0
BOYACÁ  CONCEJO MUNICIPIO DE SAMACA,Boyacá,TERRITORIAL,800016757-9,56,321491094.0
BOYACÁ  CONCEJO MUNICIPIO DE SAN EDUARDO,Boyacá,TERRITORIAL,891801282-0,35,125488867.0
BOYACÁ  CONCEJO MUNICIPIO DE SAN JOSÉ DE PARE,Boyacá,TERRITORIAL,820000821,63,87274507.0
BOYACÁ  CONCEJO MUNICIPIO DE SAN MIGUEL DE SEMA,Boyacá,TERRITORIAL,891801286-1,19,38981960.0
